smiles,inchi,total_score,raw_HEK_classifier,raw_CFPAC_classifier
n1(-c2cc[nH]c(=NCCCCOc3cccc(O)c3)n2)ccnc1,"InChI=1S/C17H19N5O2/c23-14-4-3-5-15(12-14)24-11-2-1-7-19-17-20-8-6-16(21-17)22-10-9-18-13-22/h3-6,8-10,12-13,23H,1-2,7,11H2,(H,19,20,21)",0.344930499792099,0.29,0.13909091
[nH]1c(=NC)cc(Nc2ccc(C(N3CCCCC3)=O)cc2)[nH]c1=NCC,"InChI=1S/C19H26N6O/c1-3-21-19-23-16(20-2)13-17(24-19)22-15-9-7-14(8-10-15)18(26)25-11-5-4-6-12-25/h7-10,13H,3-6,11-12H2,1-2H3,(H3,20,21,22,23,24)",0.4417733550071716,0.46749666,0.23
c1(-c2cnc3c(NC4CC4)cccc3c2)ccc(-c2ocnc2)cn1,"InChI=1S/C20H16N4O/c1-2-13-8-15(10-23-20(13)18(3-1)24-16-5-6-16)17-7-4-14(9-22-17)19-11-21-12-25-19/h1-4,7-12,16,24H,5-6H2",0.4391322731971741,0.39,0.17
c1c(-c2c[nH]c(=NCCCN3CCOCC3)cn2)ccc(NC(=O)c2cccs2)c1,"InChI=1S/C22H25N5O2S/c28-22(20-3-1-14-30-20)26-18-6-4-17(5-7-18)19-15-25-21(16-24-19)23-8-2-9-27-10-12-29-13-11-27/h1,3-7,14-16H,2,8-13H2,(H,23,25)(H,26,28)",0.3408418297767639,0.29,0.15
c1(-c2cc3c([nH]cn3)cc2)cn(CCCNCCO)nc1-c1nc(C)n[nH]1,"InChI=1S/C18H22N8O/c1-12-22-18(24-23-12)17-14(10-26(25-17)7-2-5-19-6-8-27)13-3-4-15-16(9-13)21-11-20-15/h3-4,9-11,19,27H,2,5-8H2,1H3,(H,20,21)(H,22,23,24)",0.3997444212436676,0.33749667,0.13
c1(Nc2ccc(OC3CCCC3)cc2)c2c(nc(OCCCO)cn2)ccc1,"InChI=1S/C22H25N3O3/c26-13-4-14-27-21-15-23-22-19(7-3-8-20(22)25-21)24-16-9-11-18(12-10-16)28-17-5-1-2-6-17/h3,7-12,15,17,24,26H,1-2,4-6,13-14H2",0.5617894530296326,0.47,0.13
c1(NCCNS(=O)(=O)c2ccc3c(cccc3)c2)cc[nH]c(=O)c1O,"InChI=1S/C17H17N3O4S/c21-16-15(7-8-19-17(16)22)18-9-10-20-25(23,24)14-6-5-12-3-1-2-4-13(12)11-14/h1-8,11,20-21H,9-10H2,(H2,18,19,22)",0.3960564434528351,0.33,0.11
c1ccc2c(c1)[nH]c1c(-c3ccccc3)nc(CN(CCO)Cc3ccccc3)nc21,"InChI=1S/C26H24N4O/c31-16-15-30(17-19-9-3-1-4-10-19)18-23-28-24(20-11-5-2-6-12-20)26-25(29-23)21-13-7-8-14-22(21)27-26/h1-14,27,31H,15-18H2",0.3396012485027313,0.28,0.12
c1c(O)c2c(=O)cc(-c3ccc(OC4CCCCCC4)cc3)oc2cc1OCC1CC1,"InChI=1S/C26H28O5/c27-22-13-21(29-16-17-7-8-17)14-25-26(22)23(28)15-24(31-25)18-9-11-20(12-10-18)30-19-5-3-1-2-4-6-19/h9-15,17,19,27H,1-8,16H2",0.3223959505558014,0.26,0.1
c1(-c2cc3c([nH]cc3-c3[nH]oc(=O)n3)nc2)cncc(N2CCOCC2)c1,"InChI=1S/C18H16N6O3/c25-18-22-17(23-27-18)15-10-21-16-14(15)6-12(8-20-16)11-5-13(9-19-7-11)24-1-3-26-4-2-24/h5-10H,1-4H2,(H,20,21)(H,22,23,25)",0.4769416451454162,0.41,0.15
c1cc2[nH]c(-c3ccc(NCC4CCC5CCC6C(CCC6(C)C6CCC6O5)C4)cc3)cc2cc1,"InChI=1S/C32H40N2O/c1-32-17-16-23-18-21(6-11-26(12-13-27(23)32)35-31-15-14-28(31)32)20-33-25-9-7-22(8-10-25)30-19-24-4-2-3-5-29(24)34-30/h2-5,7-10,19,21,23,26-28,31,33-34H,6,11-18,20H2,1H3",0.0,0.25,0.08
c1(NC(=O)C2CCCCC2)cc(-c2[nH]c3nc[nH]c(=O)c3c2)c(F)cc1OCC1CC1,"InChI=1S/C23H25FN4O3/c24-17-10-20(31-11-13-6-7-13)19(28-22(29)14-4-2-1-3-5-14)8-15(17)18-9-16-21(27-18)25-12-26-23(16)30/h8-10,12-14H,1-7,11H2,(H,28,29)(H2,25,26,27,30)",0.2920067906379699,0.22749667,0.09
c1c(NC(=O)Nc2csc3c2CCCC3)ccc(C2CCC(CCCc3nc[nH]c3)C2)c1,"InChI=1S/C26H32N4OS/c31-26(30-24-16-32-25-7-2-1-6-23(24)25)29-21-12-10-19(11-13-21)20-9-8-18(14-20)4-3-5-22-15-27-17-28-22/h10-13,15-18,20H,1-9,14H2,(H,27,28)(H2,29,30,31)",0.332512766122818,0.27,0.1
c1(-c2cnn(C3CC3)c2)c[nH]c(=NC2CCOCC2)nc1-c1ccccc1,"InChI=1S/C21H23N5O/c1-2-4-15(5-3-1)20-19(16-12-23-26(14-16)18-6-7-18)13-22-21(25-20)24-17-8-10-27-11-9-17/h1-5,12-14,17-18H,6-11H2,(H,22,24,25)",0.4618742763996124,0.39,0.13
c1(-c2ccc(-c3sc(=NC(=O)C4CC4)[nH]c3)cc2)ccc(NC(=O)C2CC2)cc1,"InChI=1S/C23H21N3O2S/c27-21(17-5-6-17)25-19-11-9-15(10-12-19)14-1-3-16(4-2-14)20-13-24-23(29-20)26-22(28)18-7-8-18/h1-4,9-13,17-18H,5-8H2,(H,25,27)(H,24,26,28)",0.5206128358840942,0.42749667,0.07
s1c(=NCCc2ccc(N=Nc3ccc(N4CCOCC4)cc3)cc2)[nH]cc1,"InChI=1S/C21H23N5OS/c1-3-18(4-2-17(1)9-10-22-21-23-11-16-28-21)24-25-19-5-7-20(8-6-19)26-12-14-27-15-13-26/h1-8,11,16H,9-10,12-15H2,(H,22,23)",0.3153291642665863,0.25,0.06
c1(-c2[nH]c3c(=NCC4CC4)[nH]c(C)nc3c2)c[nH]c(=NC2CC2)nc1,"InChI=1S/C18H21N7/c1-10-22-15-6-14(12-8-20-18(21-9-12)24-13-4-5-13)25-16(15)17(23-10)19-7-11-2-3-11/h6,8-9,11,13,25H,2-5,7H2,1H3,(H,19,22,23)(H,20,21,24)",0.2397219389677047,0.39,0.31
c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1cccc(Cl)c1,"InChI=1S/C21H22ClN5O3S/c1-15-12-20(27-8-10-30-11-9-27)25-21(23-15)24-17-5-3-6-18(14-17)26-31(28,29)19-7-2-4-16(22)13-19/h2-7,12-14,26H,8-11H2,1H3,(H,23,24,25)",0.7701088190078735,0.79,0.2
n1c[nH]c(=NCCc2ccc(NC3=NCCN3)cc2)cc1OCC1CC1c1ccccc1,"InChI=1S/C25H28N6O/c1-2-4-19(5-3-1)22-14-20(22)16-32-24-15-23(29-17-30-24)26-11-10-18-6-8-21(9-7-18)31-25-27-12-13-28-25/h1-9,15,17,20,22H,10-14,16H2,(H,26,29,30)(H2,27,28,31)",0.2972727417945862,0.25,0.16
c1(NCCN=c2[nH]cccn2)c2c(oc1C(=O)Nc1ccc(OC)cc1)cccc2,"InChI=1S/C22H21N5O3/c1-29-16-9-7-15(8-10-16)27-21(28)20-19(17-5-2-3-6-18(17)30-20)23-13-14-26-22-24-11-4-12-25-22/h2-12,23H,13-14H2,1H3,(H,27,28)(H,24,25,26)",0.3335809111595154,0.27,0.09
c1c2[nH]c(=NC(N=c3[nH]cccc3)=O)sc2cc(-c2c[nH]c(=NC)nc2)c1,"InChI=1S/C18H15N7OS/c1-19-16-21-9-12(10-22-16)11-5-6-13-14(8-11)27-18(23-13)25-17(26)24-15-4-2-3-7-20-15/h2-10H,1H3,(H,19,21,22)(H2,20,23,24,25,26)",0.5813453197479248,0.52,0.18
c1(O)ccc2[nH]cc(-c3cnn(-c4ccccc4)c3)c2c1,"InChI=1S/C17H13N3O/c21-14-6-7-17-15(8-14)16(10-18-17)12-9-19-20(11-12)13-4-2-1-3-5-13/h1-11,18,21H",0.3618154227733612,0.31,0.15
c1c(-c2[nH]c(=N)[nH]c(=NC3CC3)c2)ccc(-c2sc3nc[nH]c(=N)c3c2)c1,"InChI=1S/C19H17N7S/c20-17-13-7-15(27-18(13)23-9-22-17)11-3-1-10(2-4-11)14-8-16(24-12-5-6-12)26-19(21)25-14/h1-4,7-9,12H,5-6H2,(H2,20,22,23)(H3,21,24,25,26)",0.3947158753871918,0.34,0.15
o1c2c(=N)[nH]c(=NCCc3ccccc3)[nH]c2c(-c2cnn(C3CC3)c2)n1,"InChI=1S/C19H19N7O/c20-18-17-16(15(25-27-17)13-10-22-26(11-13)14-6-7-14)23-19(24-18)21-9-8-12-4-2-1-3-5-12/h1-5,10-11,14H,6-9H2,(H3,20,21,23,24)",0.3206657171249389,0.28,0.17
c1cc(N=c2[nH]c(N3CCCC3)cc(C)n2)ccc1N1CCCCC1,"InChI=1S/C20H27N5/c1-16-15-19(25-13-5-6-14-25)23-20(21-16)22-17-7-9-18(10-8-17)24-11-3-2-4-12-24/h7-10,15H,2-6,11-14H2,1H3,(H,21,22,23)",0.875338613986969,0.81,0.13909091
[nH]1c(=NCc2ccccc2)cc(C2CC2)cc1N1CCOCC1,"InChI=1S/C19H23N3O/c1-2-4-15(5-3-1)14-20-18-12-17(16-6-7-16)13-19(21-18)22-8-10-23-11-9-22/h1-5,12-13,16H,6-11,14H2,(H,20,21)",0.4115948379039764,0.34,0.08
[nH]1c(=N)[nH]c(=NCc2ccc(CNC3CC3)cc2)nc1N1CCOCC1,"InChI=1S/C18H25N7O/c19-16-22-17(24-18(23-16)25-7-9-26-10-8-25)21-12-14-3-1-13(2-4-14)11-20-15-5-6-15/h1-4,15,20H,5-12H2,(H3,19,21,22,23,24)",0.4465132057666778,0.37,0.089090906
N=c1[nH]c(=N)[nH]c(=Nc2ccc(OCCCCCc3ccccc3)c(OC)c2)[nH]1,"InChI=1S/C21H26N6O2/c1-28-18-14-16(24-21-26-19(22)25-20(23)27-21)11-12-17(18)29-13-7-3-6-10-15-8-4-2-5-9-15/h2,4-5,8-9,11-12,14H,3,6-7,10,13H2,1H3,(H5,22,23,24,25,26,27)",0.4497382342815399,0.38,0.13
CC1CCCCC1NC(=O)Nc1c2c(ccc1)cccn2,"InChI=1S/C17H21N3O/c1-12-6-2-3-9-14(12)19-17(21)20-15-10-4-7-13-8-5-11-18-16(13)15/h4-5,7-8,10-12,14H,2-3,6,9H2,1H3,(H2,19,20,21)",0.3156764209270477,0.25,0.05
c1(-c2cc3c(-c4nc[nH]n4)c[nH]c3cc2)cn(CCCc2ccccc2)nc1,"InChI=1S/C22H20N6/c1-2-5-16(6-3-1)7-4-10-28-14-18(12-26-28)17-8-9-21-19(11-17)20(13-23-21)22-24-15-25-27-22/h1-3,5-6,8-9,11-15,23H,4,7,10H2,(H,24,25,27)",0.3870991468429565,0.36,0.19
c1ccc(OCCCCN2CCCCC2)cc1C,"InChI=1S/C16H25NO/c1-15-8-7-9-16(14-15)18-13-6-5-12-17-10-3-2-4-11-17/h7-9,14H,2-6,10-13H2,1H3",0.3408418297767639,0.29,0.15
c1(-c2c[nH]c(=NCCNCc3cccnc3)cc2)ccccc1,"InChI=1S/C19H20N4/c1-2-6-17(7-3-1)18-8-9-19(23-15-18)22-12-11-21-14-16-5-4-10-20-13-16/h1-10,13,15,21H,11-12,14H2,(H,22,23)",0.3329429030418396,0.26749668,0.06
c1(-c2sc3ccccc3n2)c[nH]c(=NC2CCC(CNS(=O)(=O)c3ccc(C)cc3)CC2)cc1,"InChI=1S/C26H28N4O2S2/c1-18-6-13-22(14-7-18)34(31,32)28-16-19-8-11-21(12-9-19)29-25-15-10-20(17-27-25)26-30-23-4-2-3-5-24(23)33-26/h2-7,10,13-15,17,19,21,28H,8-9,11-12,16H2,1H3,(H,27,29)",0.3372725248336792,0.28,0.13
c1c(COc2ccc(NC(=O)C3CCNCC3)cc2)cccc1,"InChI=1S/C19H22N2O2/c22-19(16-10-12-20-13-11-16)21-17-6-8-18(9-7-17)23-14-15-4-2-1-3-5-15/h1-9,16,20H,10-14H2,(H,21,22)",0.3370173871517181,0.27749667,0.12
c1(=N)[nH][nH]c(-c2ccc(OCCCN3CCCCC3)cc2)c1,"InChI=1S/C17H24N4O/c18-17-13-16(19-20-17)14-5-7-15(8-6-14)22-12-4-11-21-9-2-1-3-10-21/h5-8,13H,1-4,9-12H2,(H3,18,19,20)",0.314385175704956,0.26,0.14
c1(NCc2cnc3c(c2)c(=NCCC(=O)NCCN2CCOCC2)[nH]cn3)ccc2c(c1)CCCC2,"InChI=1S/C27H35N7O2/c35-25(28-9-10-34-11-13-36-14-12-34)7-8-29-26-24-15-20(18-31-27(24)33-19-32-26)17-30-23-6-5-21-3-1-2-4-22(21)16-23/h5-6,15-16,18-19,30H,1-4,7-14,17H2,(H,28,35)(H,29,31,32,33)",0.4264903664588928,0.42,0.21
c1(OCCNCCc2ccc(NS(=O)(c3ccc(F)cc3)=O)cc2)ccccc1,"InChI=1S/C22H23FN2O3S/c23-19-8-12-22(13-9-19)29(26,27)25-20-10-6-18(7-11-20)14-15-24-16-17-28-21-4-2-1-3-5-21/h1-13,24-25H,14-17H2",0.5472001433372498,0.45,0.09
c1(-c2cc3c([nH]c(=NC4CC4)s3)cc2)c[nH]c(=NC2CC2)nc1OC,"InChI=1S/C18H19N5OS/c1-24-16-13(9-19-17(23-16)20-11-3-4-11)10-2-7-14-15(8-10)25-18(22-14)21-12-5-6-12/h2,7-9,11-12H,3-6H2,1H3,(H,21,22)(H,19,20,23)",0.4648316204547882,0.4,0.15
c1(-c2nccs2)cccc(-c2c[nH]c(=NC3CC3)nc2)c1,"InChI=1S/C16H14N4S/c1-2-11(8-12(3-1)15-17-6-7-21-15)13-9-18-16(19-10-13)20-14-4-5-14/h1-3,6-10,14H,4-5H2,(H,18,19,20)",0.314385175704956,0.26,0.14
c1(-c2c[nH]c(=NC3CC3)cc2)nc(-c2cnccc2)cc(=N)[nH]1,"InChI=1S/C17H16N6/c18-15-8-14(11-2-1-7-19-9-11)22-17(23-15)12-3-6-16(20-10-12)21-13-4-5-13/h1-3,6-10,13H,4-5H2,(H,20,21)(H2,18,22,23)",0.3508343696594238,0.36,0.22
c1(-c2sc(-c3nc4ccccc4[nH]3)cc2)cccc(NC(C2CC2)=O)c1,"InChI=1S/C21H17N3OS/c25-21(13-8-9-13)22-15-5-3-4-14(12-15)18-10-11-19(26-18)20-23-16-6-1-2-7-17(16)24-20/h1-7,10-13H,8-9H2,(H,22,25)(H,23,24)",0.3857669830322265,0.35,0.18
c1(=NC(=O)c2ccc(NC3=NCCN3)cc2)[nH]ccs1,"InChI=1S/C13H13N5OS/c19-11(18-13-16-7-8-20-13)9-1-3-10(4-2-9)17-12-14-5-6-15-12/h1-4,7-8H,5-6H2,(H2,14,15,17)(H,16,18,19)",0.4416272640228271,0.4,0.18
[nH]1c(=N)[nH]c(OCc2cc[nH]c(=NC(=O)NCCc3ccccc3)c2)cc1=O,"InChI=1S/C19H20N6O3/c20-18-24-16(26)11-17(25-18)28-12-14-7-8-21-15(10-14)23-19(27)22-9-6-13-4-2-1-3-5-13/h1-5,7-8,10-11H,6,9,12H2,(H3,20,24,25,26)(H2,21,22,23,27)",0.4835160076618194,0.4,0.09
c1(Oc2cncnc2)cc(NS(c2sccc2)(=O)=O)ccc1C,"InChI=1S/C15H13N3O3S2/c1-11-4-5-12(18-23(19,20)15-3-2-6-22-15)7-14(11)21-13-8-16-10-17-9-13/h2-10,18H,1H3",0.3875740468502044,0.32,0.09
c1c2[nH]c(=NC(Nc3c(C)cccc3)=O)sc2cc(Nc2ccccc2)c1C,"InChI=1S/C22H20N4OS/c1-14-8-6-7-11-17(14)24-21(27)26-22-25-19-12-15(2)18(13-20(19)28-22)23-16-9-4-3-5-10-16/h3-13,23H,1-2H3,(H2,24,25,26,27)",0.7630887627601624,0.71,0.18
O=C1CCc2cc(S(Nc3ccccc3)(=O)=O)ccc2N1,"InChI=1S/C15H14N2O3S/c18-15-9-6-11-10-13(7-8-14(11)16-15)21(19,20)17-12-4-2-1-3-5-12/h1-5,7-8,10,17H,6,9H2,(H,16,18)",0.1996617615222931,0.11,0.05
N(c1ccc(OCCN2CCOCC2)cc1)=c1[nH]c(=N)[nH][nH]1,"InChI=1S/C14H20N6O2/c15-13-17-14(19-18-13)16-11-1-3-12(4-2-11)22-10-7-20-5-8-21-9-6-20/h1-4H,5-10H2,(H4,15,16,17,18,19)",0.4225577414035797,0.46749666,0.24
c1c(-c2cnc(-c3cccs3)[nH]2)c[nH]c(=NCCCN2CCOCC2)n1,"InChI=1S/C18H22N6OS/c1-3-16(26-10-1)17-20-13-15(23-17)14-11-21-18(22-12-14)19-4-2-5-24-6-8-25-9-7-24/h1,3,10-13H,2,4-9H2,(H,20,23)(H,19,21,22)",0.4115948379039764,0.34,0.08
c1c(-c2cccc(NC3CC3)c2)c[nH]c(=NCCc2ccc(OCCN3CCOCC3)cc2)n1,"InChI=1S/C27H33N5O2/c1-2-22(18-25(3-1)31-24-6-7-24)23-19-29-27(30-20-23)28-11-10-21-4-8-26(9-5-21)34-17-14-32-12-15-33-16-13-32/h1-5,8-9,18-20,24,31H,6-7,10-17H2,(H,28,29,30)",0.5101529955863953,0.45,0.17
c1cc2c([nH]c3c2ccc(CNCCN=c2[nH]cccc2)c3)cc1,"InChI=1S/C20H20N4/c1-2-6-18-16(5-1)17-9-8-15(13-19(17)24-18)14-21-11-12-23-20-7-3-4-10-22-20/h1-10,13,21,24H,11-12,14H2,(H,22,23)",0.2456881999969482,0.3,0.26
c1(-c2cc3c(cc2)-c2c(c[nH]n2)C3)cn[nH]c1-c1sc2ccccc2n1,"InChI=1S/C20H13N5S/c1-2-4-17-16(3-1)23-20(26-17)19-15(10-22-25-19)11-5-6-14-12(7-11)8-13-9-21-24-18(13)14/h1-7,9-10H,8H2,(H,21,24)(H,22,25)",0.3485816717147827,0.42749667,0.26
[nH]1c(=N)[nH]c(=O)c(NC2CCCC2)c1Cl,"InChI=1S/C9H13ClN4O/c10-7-6(8(15)14-9(11)13-7)12-5-3-1-2-4-5/h5,12H,1-4H2,(H3,11,13,14,15)",0.4007671475410461,0.41,0.22
c1ccc2c(ccc(Oc3ncnc4sccc43)c2)c1OC1CCC1,"InChI=1S/C20H16N2O2S/c1-3-13-11-15(24-19-17-9-10-25-20(17)22-12-21-19)7-8-16(13)18(6-1)23-14-4-2-5-14/h1,3,6-12,14H,2,4-5H2",0.5135077238082886,0.42499334,0.1
c1ccc(-c2c(-c3ccc(NCC4CC4)cc3)[nH]c3ccc(F)cc32)cc1,"InChI=1S/C24H21FN2/c25-19-10-13-22-21(14-19)23(17-4-2-1-3-5-17)24(27-22)18-8-11-20(12-9-18)26-15-16-6-7-16/h1-5,8-14,16,26-27H,6-7,15H2",0.3159757256507873,0.48,0.3
c1(-c2cn3c(cc2)ncc3-c2[nH]c(=N)[nH]c(=NC3CC3)c2)cccc(-n2cccc2)c1,"InChI=1S/C24H21N7/c25-24-28-20(13-22(29-24)27-18-7-8-18)21-14-26-23-9-6-17(15-31(21)23)16-4-3-5-19(12-16)30-10-1-2-11-30/h1-6,9-15,18H,7-8H2,(H3,25,27,28,29)",0.3966755867004394,0.36,0.18
c1(-c2cc(N3CCOCC3)cnc2C2CC2)[nH]nc(C2CC2)c1,"InChI=1S/C18H22N4O/c1-2-12(1)16-10-17(21-20-16)15-9-14(22-5-7-23-8-6-22)11-19-18(15)13-3-4-13/h9-13H,1-8H2,(H,20,21)",0.4233993589878082,0.35,0.08
c1(-c2cn[nH]c2)ccc(NC(Nc2ccc(NCCCc3ccccc3)cc2)=O)cc1,"InChI=1S/C25H25N5O/c31-25(29-23-10-8-20(9-11-23)21-17-27-28-18-21)30-24-14-12-22(13-15-24)26-16-4-7-19-5-2-1-3-6-19/h1-3,5-6,8-15,17-18,26H,4,7,16H2,(H,27,28)(H2,29,30,31)",0.3804983794689178,0.39,0.22
c1(-c2c[nH]c(=NC3CC3)c(N3CCOCC3)n2)cc(-c2ocnc2)c[nH]c1=N,"InChI=1S/C19H21N7O2/c20-17-14(7-12(8-22-17)16-10-21-11-28-16)15-9-23-18(24-13-1-2-13)19(25-15)26-3-5-27-6-4-26/h7-11,13H,1-6H2,(H2,20,22)(H,23,24)",0.3316740095615387,0.34,0.22
c1(-c2sc3c(=NC4CC4)[nH][nH]c3c2)c[nH]c(=NC2CC2)nc1OC1CCOCC1,"InChI=1S/C20H24N6O2S/c1-2-11(1)22-18-17-15(25-26-18)9-16(29-17)14-10-21-20(23-12-3-4-12)24-19(14)28-13-5-7-27-8-6-13/h9-13H,1-8H2,(H,21,23,24)(H2,22,25,26)",0.4007671475410461,0.41,0.22
c1(-c2c(NC3CC3)cnc(N3CCCC3)n2)cnc2[nH]c(=N)[nH]c(=O)c2n1,"InChI=1S/C17H19N9O/c18-16-24-14-13(15(27)25-16)22-11(7-19-14)12-10(21-9-3-4-9)8-20-17(23-12)26-5-1-2-6-26/h7-9,21H,1-6H2,(H3,18,19,24,25,27)",0.3719719052314758,0.33,0.17
N1(c2ccc(NC(c3ccc4c(ccc(-c5ccccc5)c4)n3)=O)cn2)CCCC1,"InChI=1S/C25H22N4O/c30-25(27-21-10-13-24(26-17-21)29-14-4-5-15-29)23-12-9-20-16-19(8-11-22(20)28-23)18-6-2-1-3-7-18/h1-3,6-13,16-17H,4-5,14-15H2,(H,27,30)",0.4466307461261749,0.39,0.16
N(=c1[nH]c(=N)[nH][nH]1)Cc1ccc(NC(=O)c2csc(=NC(=O)C)[nH]2)cc1,"InChI=1S/C15H16N8O2S/c1-8(24)18-15-20-11(7-26-15)12(25)19-10-4-2-9(3-5-10)6-17-14-21-13(16)22-23-14/h2-5,7H,6H2,1H3,(H,19,25)(H,18,20,24)(H4,16,17,21,22,23)",0.2851017713546753,0.22,0.09
c1(-c2c[nH]c(=NCCc3ccccc3)nc2)nccs1,"InChI=1S/C15H14N4S/c1-2-4-12(5-3-1)6-7-17-15-18-10-13(11-19-15)14-16-8-9-20-14/h1-5,8-11H,6-7H2,(H,17,18,19)",0.2754635512828827,0.20749667,0.06
[nH]1cnc2c(c1=NCc1ccncc1)CCNCC2,"InChI=1S/C14H17N5/c1-5-15-6-2-11(1)9-17-14-12-3-7-16-8-4-13(12)18-10-19-14/h1-2,5-6,10,16H,3-4,7-9H2,(H,17,18,19)",0.2518860697746277,0.18,0.06
n1c2nc(N3CCOCC3)cc(=O)n2[nH]c1-c1ccc2[nH]nnc2c1,"InChI=1S/C15H14N8O2/c24-13-8-12(22-3-5-25-6-4-22)16-15-17-14(20-23(13)15)9-1-2-10-11(7-9)19-21-18-10/h1-2,7-8H,3-6H2,(H,16,17,20)(H,18,19,21)",0.4241993129253387,0.35,0.07
c1(OC)cccc(-c2c[nH]c(=NC3CC3)cc2C)c1,"InChI=1S/C16H18N2O/c1-11-8-16(18-13-6-7-13)17-10-15(11)12-4-3-5-14(9-12)19-2/h3-5,8-10,13H,6-7H2,1-2H3,(H,17,18)",0.3912357687950134,0.33,0.13
c1(Cl)cc(-c2c[nH]c3cnc(N4CCOCC4)cc23)c[nH]c1=NC1CC1,"InChI=1S/C19H20ClN5O/c20-16-7-12(9-23-19(16)24-13-1-2-13)15-10-21-17-11-22-18(8-14(15)17)25-3-5-26-6-4-25/h7-11,13,21H,1-6H2,(H,23,24)",0.5561211109161377,0.51,0.19
c1(-c2cn3c(nc(N4CCOCC4)cc3=O)s2)c[nH]c(=NC2CC2)nc1OC1CCC1,"InChI=1S/C21H24N6O3S/c28-18-10-17(26-6-8-29-9-7-26)24-21-27(18)12-16(31-21)15-11-22-20(23-13-4-5-13)25-19(15)30-14-2-1-3-14/h10-14H,1-9H2,(H,22,23,25)",0.5114216208457947,0.43,0.13
N1(c2c3c([nH]c(=N)[nH]3)ncn2)CCNCC1,"InChI=1S/C9H13N7/c10-9-14-6-7(15-9)12-5-13-8(6)16-3-1-11-2-4-16/h5,11H,1-4H2,(H3,10,12,13,14,15)",0.347656786441803,0.29,0.13
c1c(=NCCCOc2cc(NS(c3cccnc3)(=O)=O)ccc2)cc[nH]c1,"InChI=1S/C19H20N4O3S/c24-27(25,19-6-2-9-21-15-19)23-17-4-1-5-18(14-17)26-13-3-10-22-16-7-11-20-12-8-16/h1-2,4-9,11-12,14-15,23H,3,10,13H2,(H,20,22)",0.3437536060810089,0.31,0.18
c1(-c2c[nH]c(=NCCCOC)cn2)ccc(-c2c[nH]c(=N)cn2)cc1OC,"InChI=1S/C19H22N6O2/c1-26-7-3-6-21-19-12-23-16(10-25-19)14-5-4-13(8-17(14)27-2)15-9-24-18(20)11-22-15/h4-5,8-12H,3,6-7H2,1-2H3,(H2,20,24)(H,21,25)",0.5324581265449524,0.43749666,0.08
[nH]1c(=N)[nH]c(=N)c(OCCCOc2c(CCC)cccc2)c1Cl,"InChI=1S/C16H21ClN4O2/c1-2-6-11-7-3-4-8-12(11)22-9-5-10-23-13-14(17)20-16(19)21-15(13)18/h3-4,7-8H,2,5-6,9-10H2,1H3,(H4,18,19,20,21)",0.4741257131099701,0.4,0.13
N(=c1[nH]cc[nH]1)c1cc(OC2CC2)c(-c2sc(=N)[nH]c2)cc1,"InChI=1S/C15H15N5OS/c16-14-19-8-13(22-14)11-4-1-9(20-15-17-5-6-18-15)7-12(11)21-10-2-3-10/h1,4-8,10H,2-3H2,(H2,16,19)(H2,17,18,20)",0.3331137895584106,0.39,0.25
c1(-c2cc3c(cc2)CCCC3)c2c(oc1-c1ccc(OCc3ccccc3)cc1)CCCC2,"InChI=1S/C31H30O2/c1-2-8-22(9-3-1)21-32-27-18-16-24(17-19-27)31-30(28-12-6-7-13-29(28)33-31)26-15-14-23-10-4-5-11-25(23)20-26/h1-3,8-9,14-20H,4-7,10-13,21H2",0.3253111541271209,0.26,0.06
c1c(-c2nc3c([nH]2)cc(NC(=O)c2c(F)cccc2)cc3)ccc(OCCN2CCOCC2)c1OC,"InChI=1S/C27H27FN4O4/c1-34-25-16-18(6-9-24(25)36-15-12-32-10-13-35-14-11-32)26-30-22-8-7-19(17-23(22)31-26)29-27(33)20-4-2-3-5-21(20)28/h2-9,16-17H,10-15H2,1H3,(H,29,33)(H,30,31)",0.4342983365058899,0.46,0.23
c1(Oc2ccc(NC(Nc3ccc(NC4=NCCC4)cc3)=O)cc2)c2nc[nH]c2ncc1,"InChI=1S/C23H21N7O2/c31-23(29-16-5-3-15(4-6-16)28-20-2-1-12-24-20)30-17-7-9-18(10-8-17)32-19-11-13-25-22-21(19)26-14-27-22/h3-11,13-14H,1-2,12H2,(H,24,28)(H,25,26,27)(H2,29,30,31)",0.1877355873584747,0.63,0.43
Cc1ccc(-c2cc(-c3cc(=NC(=O)C)[nH]cc3)[nH]c2-c2ccccc2)cc1F,"InChI=1S/C24H20FN3O/c1-15-8-9-18(12-21(15)25)20-14-22(28-24(20)17-6-4-3-5-7-17)19-10-11-26-23(13-19)27-16(2)29/h3-14,28H,1-2H3,(H,26,27,29)",0.419582337141037,0.51,0.26
O(c1ccc2c(nc[nH]c2=NCC2CCOCC2)c1)c1ccc(NC(=O)C2CC2)cc1,"InChI=1S/C24H26N4O3/c29-24(17-1-2-17)28-18-3-5-19(6-4-18)31-20-7-8-21-22(13-20)26-15-27-23(21)25-14-16-9-11-30-12-10-16/h3-8,13,15-17H,1-2,9-12,14H2,(H,28,29)(H,25,26,27)",0.2968155443668365,0.57,0.34
